Algorithm,Measure,Value
OnsetRate,precision,0.9863013698630136
OnsetRate,recall,0.972972972972973
OnsetRate,f-measure,0.979591836734694
OnsetRate,precision,0.9448818897637795
OnsetRate,recall,0.759493670886076
OnsetRate,f-measure,0.8421052631578947
OnsetRate,precision,0.9683544303797469
OnsetRate,recall,0.95625
OnsetRate,f-measure,0.9622641509433963
OnsetRate,precision,0.9875
OnsetRate,recall,0.9349112426035503
OnsetRate,f-measure,0.9604863221884498
OnsetRate,precision,1.0
OnsetRate,recall,0.7405857740585774
OnsetRate,f-measure,0.8509615384615384
SuperFlux,precision,0.5426356589147286
SuperFlux,recall,0.7865168539325843
SuperFlux,f-measure,0.6422018348623854
SuperFlux,precision,0.9285714285714286
SuperFlux,recall,0.48598130841121495
SuperFlux,f-measure,0.6380368098159509
SuperFlux,precision,0.5737704918032787
SuperFlux,recall,0.6481481481481481
SuperFlux,f-measure,0.6086956521739131
SuperFlux,precision,0.9857142857142858
SuperFlux,recall,0.8961038961038961
SuperFlux,f-measure,0.9387755102040817
SuperFlux,precision,0.9405940594059405
SuperFlux,recall,0.9693877551020408
SuperFlux,f-measure,0.9547738693467337
SuperFlux,precision,0.9108910891089109
SuperFlux,recall,0.9292929292929293
SuperFlux,f-measure,0.9199999999999999
SuperFlux,precision,0.4661016949152542
SuperFlux,recall,0.9166666666666666
SuperFlux,f-measure,0.6179775280898877
SuperFlux,precision,0.7161290322580646
SuperFlux,recall,0.7655172413793103
SuperFlux,f-measure,0.74
SuperFlux,precision,0.9937106918238994
SuperFlux,recall,0.9968454258675079
SuperFlux,f-measure,0.9952755905511811
SuperFlux,precision,0.9705882352941176
SuperFlux,recall,0.99
SuperFlux,f-measure,0.9801980198019802
SuperFlux,precision,0.8888888888888888
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9411764705882353
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.9955156950672646
SuperFlux,recall,0.9801324503311258
SuperFlux,f-measure,0.9877641824249166
SuperFlux,precision,0.8344827586206897
SuperFlux,recall,0.7469135802469136
SuperFlux,f-measure,0.7882736156351792
SuperFlux,precision,0.22580645161290322
SuperFlux,recall,0.11666666666666667
SuperFlux,f-measure,0.15384615384615385
SuperFlux,precision,0.9278523489932886
SuperFlux,recall,0.8132352941176471
SuperFlux,f-measure,0.8667711598746082
SuperFlux,precision,0.9006410256410257
SuperFlux,recall,0.8074712643678161
SuperFlux,f-measure,0.8515151515151516
SuperFlux,precision,0.9572368421052632
SuperFlux,recall,0.8818181818181818
SuperFlux,f-measure,0.9179810725552049
SuperFlux,precision,0.8936170212765957
SuperFlux,recall,0.9767441860465116
SuperFlux,f-measure,0.9333333333333332
SuperFlux,precision,0.7142857142857143
SuperFlux,recall,0.9375
SuperFlux,f-measure,0.8108108108108109
SuperFlux,precision,0.7692307692307693
SuperFlux,recall,1.0
SuperFlux,f-measure,0.8695652173913044
SuperFlux,precision,0.7083333333333334
SuperFlux,recall,1.0
SuperFlux,f-measure,0.8292682926829268
SuperFlux,precision,0.7333333333333333
SuperFlux,recall,0.9166666666666666
SuperFlux,f-measure,0.8148148148148148
SuperFlux,precision,0.8
SuperFlux,recall,0.8888888888888888
SuperFlux,f-measure,0.8421052631578948
SuperFlux,precision,0.9090909090909091
SuperFlux,recall,0.967741935483871
SuperFlux,f-measure,0.9374999999999999
SuperFlux,precision,0.8653846153846154
SuperFlux,recall,0.703125
SuperFlux,f-measure,0.7758620689655172
SuperFlux,precision,0.7647058823529411
SuperFlux,recall,0.9629629629629629
SuperFlux,f-measure,0.8524590163934426
SuperFlux,precision,0.875
SuperFlux,recall,0.9545454545454546
SuperFlux,f-measure,0.9130434782608695
SuperFlux,precision,0.8823529411764706
SuperFlux,recall,0.9375
SuperFlux,f-measure,0.9090909090909091
SuperFlux,precision,0.8974358974358975
SuperFlux,recall,0.9459459459459459
SuperFlux,f-measure,0.9210526315789475
SuperFlux,precision,1.0
SuperFlux,recall,0.9016393442622951
SuperFlux,f-measure,0.9482758620689655
SuperFlux,precision,0.9696969696969697
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9846153846153847
SuperFlux,precision,1.0
SuperFlux,recall,0.9850746268656716
SuperFlux,f-measure,0.9924812030075187
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.4406779661016949
SuperFlux,recall,1.0
SuperFlux,f-measure,0.611764705882353
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.9666666666666667
SuperFlux,recall,1.0
SuperFlux,f-measure,0.983050847457627
SuperFlux,precision,0.72
SuperFlux,recall,1.0
SuperFlux,f-measure,0.8372093023255813
SuperFlux,precision,0.9285714285714286
SuperFlux,recall,1.0
SuperFlux,f-measure,0.962962962962963
SuperFlux,precision,0.6111111111111112
SuperFlux,recall,0.9166666666666666
SuperFlux,f-measure,0.7333333333333334
SuperFlux,precision,0.9
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9473684210526316
SuperFlux,precision,0.95
SuperFlux,recall,0.95
SuperFlux,f-measure,0.9500000000000001
SuperFlux,precision,0.8688524590163934
SuperFlux,recall,0.6794871794871795
SuperFlux,f-measure,0.762589928057554
SuperFlux,precision,0.8166666666666667
SuperFlux,recall,0.9423076923076923
SuperFlux,f-measure,0.8749999999999999
SuperFlux,precision,0.9411764705882353
SuperFlux,recall,0.631578947368421
SuperFlux,f-measure,0.7559055118110236
SuperFlux,precision,0.3333333333333333
SuperFlux,recall,0.058823529411764705
SuperFlux,f-measure,0.1
SuperFlux,precision,0.5862068965517241
SuperFlux,recall,0.7727272727272727
SuperFlux,f-measure,0.6666666666666667
SuperFlux,precision,0.8235294117647058
SuperFlux,recall,0.875
SuperFlux,f-measure,0.8484848484848485
SuperFlux,precision,0.5909090909090909
SuperFlux,recall,0.7222222222222222
SuperFlux,f-measure,0.65
SuperFlux,precision,0.8461538461538461
SuperFlux,recall,0.171875
SuperFlux,f-measure,0.2857142857142857
SuperFlux,precision,0.7916666666666666
SuperFlux,recall,0.7916666666666666
SuperFlux,f-measure,0.7916666666666666
SuperFlux,precision,0.9629629629629629
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9811320754716981
SuperFlux,precision,0.3333333333333333
SuperFlux,recall,0.14285714285714285
SuperFlux,f-measure,0.2
SuperFlux,precision,0.7435897435897436
SuperFlux,recall,0.7631578947368421
SuperFlux,f-measure,0.7532467532467534
SuperFlux,precision,0.78125
SuperFlux,recall,0.9615384615384616
SuperFlux,f-measure,0.8620689655172413
SuperFlux,precision,0.7307692307692307
SuperFlux,recall,0.8260869565217391
SuperFlux,f-measure,0.7755102040816326
SuperFlux,precision,0.71875
SuperFlux,recall,1.0
SuperFlux,f-measure,0.8363636363636363
SuperFlux,precision,0.6981132075471698
SuperFlux,recall,1.0
SuperFlux,f-measure,0.8222222222222222
SuperFlux,precision,0.8947368421052632
SuperFlux,recall,0.918918918918919
SuperFlux,f-measure,0.9066666666666667
SuperFlux,precision,0.9666666666666667
SuperFlux,recall,1.0
SuperFlux,f-measure,0.983050847457627
SuperFlux,precision,0.34615384615384615
SuperFlux,recall,0.6923076923076923
SuperFlux,f-measure,0.46153846153846156
SuperFlux,precision,0.8888888888888888
SuperFlux,recall,0.6956521739130435
SuperFlux,f-measure,0.7804878048780488
SuperFlux,precision,0.9166666666666666
SuperFlux,recall,0.43137254901960786
SuperFlux,f-measure,0.5866666666666666
SuperFlux,precision,0.8695652173913043
SuperFlux,recall,0.8333333333333334
SuperFlux,f-measure,0.851063829787234
SuperFlux,precision,0.8571428571428571
SuperFlux,recall,0.75
SuperFlux,f-measure,0.7999999999999999
SuperFlux,precision,0.9
SuperFlux,recall,0.6666666666666666
SuperFlux,f-measure,0.7659574468085106
SuperFlux,precision,0.5
SuperFlux,recall,0.07692307692307693
SuperFlux,f-measure,0.13333333333333336
SuperFlux,precision,0.9655172413793104
SuperFlux,recall,0.8115942028985508
SuperFlux,f-measure,0.8818897637795277
SuperFlux,precision,0.9523809523809523
SuperFlux,recall,0.8955223880597015
SuperFlux,f-measure,0.923076923076923
SuperFlux,precision,0.9230769230769231
SuperFlux,recall,0.8372093023255814
SuperFlux,f-measure,0.878048780487805
SuperFlux,precision,0.9193548387096774
SuperFlux,recall,0.9047619047619048
SuperFlux,f-measure,0.912
SuperFlux,precision,0.68
SuperFlux,recall,0.5
SuperFlux,f-measure,0.576271186440678
SuperFlux,precision,0.5238095238095238
SuperFlux,recall,0.4583333333333333
SuperFlux,f-measure,0.4888888888888889
SuperFlux,precision,0.5
SuperFlux,recall,0.4473684210526316
SuperFlux,f-measure,0.4722222222222222
SuperFlux,precision,1.0
SuperFlux,recall,0.0
SuperFlux,f-measure,0.0
SuperFlux,precision,0.5
SuperFlux,recall,0.13333333333333333
SuperFlux,f-measure,0.2105263157894737
SuperFlux,precision,1.0
SuperFlux,recall,0.0
SuperFlux,f-measure,0.0
SuperFlux,precision,0.4444444444444444
SuperFlux,recall,0.42857142857142855
SuperFlux,f-measure,0.43636363636363634
SuperFlux,precision,0.8181818181818182
SuperFlux,recall,0.9
SuperFlux,f-measure,0.8571428571428572
SuperFlux,precision,0.8367346938775511
SuperFlux,recall,0.9534883720930233
SuperFlux,f-measure,0.8913043478260869
SuperFlux,precision,0.967741935483871
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9836065573770492
SuperFlux,precision,0.9090909090909091
SuperFlux,recall,0.9090909090909091
SuperFlux,f-measure,0.9090909090909091
SuperFlux,precision,0.9347826086956522
SuperFlux,recall,0.9772727272727273
SuperFlux,f-measure,0.9555555555555557
SuperFlux,precision,0.9743589743589743
SuperFlux,recall,0.8636363636363636
SuperFlux,f-measure,0.9156626506024097
SuperFlux,precision,0.975
SuperFlux,recall,0.975
SuperFlux,f-measure,0.975
SuperFlux,precision,1.0
SuperFlux,recall,0.7368421052631579
SuperFlux,f-measure,0.8484848484848484
SuperFlux,precision,0.9473684210526315
SuperFlux,recall,0.75
SuperFlux,f-measure,0.8372093023255814
SuperFlux,precision,1.0
SuperFlux,recall,0.9428571428571428
SuperFlux,f-measure,0.9705882352941176
SuperFlux,precision,0.39473684210526316
SuperFlux,recall,0.6818181818181818
SuperFlux,f-measure,0.5
SuperFlux,precision,0.9333333333333333
SuperFlux,recall,0.8235294117647058
SuperFlux,f-measure,0.8749999999999999
SuperFlux,precision,0.48484848484848486
SuperFlux,recall,0.6153846153846154
SuperFlux,f-measure,0.5423728813559322
SuperFlux,precision,0.5531914893617021
SuperFlux,recall,0.6190476190476191
SuperFlux,f-measure,0.5842696629213483
SuperFlux,precision,0.5
SuperFlux,recall,0.8
SuperFlux,f-measure,0.6153846153846154
SuperFlux,precision,0.8222222222222222
SuperFlux,recall,0.8043478260869565
SuperFlux,f-measure,0.8131868131868132
SuperFlux,precision,0.8108108108108109
SuperFlux,recall,0.7894736842105263
SuperFlux,f-measure,0.8
SuperFlux,precision,0.6304347826086957
SuperFlux,recall,0.90625
SuperFlux,f-measure,0.7435897435897436
SuperFlux,precision,0.6956521739130435
SuperFlux,recall,0.8
SuperFlux,f-measure,0.7441860465116279
SuperFlux,precision,0.625
SuperFlux,recall,0.9090909090909091
SuperFlux,f-measure,0.7407407407407406
SuperFlux,precision,0.8461538461538461
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9166666666666666
SuperFlux,precision,0.8181818181818182
SuperFlux,recall,0.9
SuperFlux,f-measure,0.8571428571428572
SuperFlux,precision,0.9629629629629629
SuperFlux,recall,0.8387096774193549
SuperFlux,f-measure,0.896551724137931
SuperFlux,precision,0.8870967741935484
SuperFlux,recall,0.9166666666666666
SuperFlux,f-measure,0.9016393442622951
SuperFlux,precision,0.6923076923076923
SuperFlux,recall,0.8181818181818182
SuperFlux,f-measure,0.7500000000000001
SuperFlux,precision,0.8448275862068966
SuperFlux,recall,0.8305084745762712
SuperFlux,f-measure,0.8376068376068375
SuperFlux,precision,0.8235294117647058
SuperFlux,recall,0.9333333333333333
SuperFlux,f-measure,0.8749999999999999
SuperFlux,precision,0.8928571428571429
SuperFlux,recall,0.6578947368421053
SuperFlux,f-measure,0.7575757575757577
SuperFlux,precision,0.7619047619047619
SuperFlux,recall,0.9411764705882353
SuperFlux,f-measure,0.8421052631578947
SuperFlux,precision,0.6976744186046512
SuperFlux,recall,0.967741935483871
SuperFlux,f-measure,0.810810810810811
SuperFlux,precision,0.85
SuperFlux,recall,0.8793103448275862
SuperFlux,f-measure,0.864406779661017
SuperFlux,precision,0.803921568627451
SuperFlux,recall,0.8367346938775511
SuperFlux,f-measure,0.8200000000000001
SuperFlux,precision,0.7083333333333334
SuperFlux,recall,0.85
SuperFlux,f-measure,0.7727272727272727
SuperFlux,precision,0.9230769230769231
SuperFlux,recall,0.8571428571428571
SuperFlux,f-measure,0.888888888888889
SuperFlux,precision,0.8771929824561403
SuperFlux,recall,0.6944444444444444
SuperFlux,f-measure,0.7751937984496124
SuperFlux,precision,0.9482758620689655
SuperFlux,recall,0.8461538461538461
SuperFlux,f-measure,0.894308943089431
SuperFlux,precision,0.78
SuperFlux,recall,0.9069767441860465
SuperFlux,f-measure,0.8387096774193548
SuperFlux,precision,0.8571428571428571
SuperFlux,recall,0.9333333333333333
SuperFlux,f-measure,0.8936170212765957
SuperFlux,precision,0.9264705882352942
SuperFlux,recall,0.8181818181818182
SuperFlux,f-measure,0.8689655172413794
SuperFlux,precision,0.864406779661017
SuperFlux,recall,0.8360655737704918
SuperFlux,f-measure,0.85
SuperFlux,precision,0.8307692307692308
SuperFlux,recall,0.8181818181818182
SuperFlux,f-measure,0.8244274809160306
SuperFlux,precision,0.9841269841269841
SuperFlux,recall,0.8985507246376812
SuperFlux,f-measure,0.9393939393939393
SuperFlux,precision,0.7454545454545455
SuperFlux,recall,0.82
SuperFlux,f-measure,0.780952380952381
SuperFlux,precision,0.7291666666666666
SuperFlux,recall,0.813953488372093
SuperFlux,f-measure,0.7692307692307692
SuperFlux,precision,0.971830985915493
SuperFlux,recall,0.8414634146341463
SuperFlux,f-measure,0.9019607843137255
SuperFlux,precision,0.9333333333333333
SuperFlux,recall,0.875
SuperFlux,f-measure,0.9032258064516129
SuperFlux,precision,0.922077922077922
SuperFlux,recall,0.8068181818181818
SuperFlux,f-measure,0.8606060606060606
SuperFlux,precision,0.8490566037735849
SuperFlux,recall,0.8333333333333334
SuperFlux,f-measure,0.8411214953271028
SuperFlux,precision,0.8333333333333334
SuperFlux,recall,0.8771929824561403
SuperFlux,f-measure,0.8547008547008548
SuperFlux,precision,0.9827586206896551
SuperFlux,recall,0.75
SuperFlux,f-measure,0.8507462686567163
SuperFlux,precision,0.9433962264150944
SuperFlux,recall,0.9433962264150944
SuperFlux,f-measure,0.9433962264150944
SuperFlux,precision,0.9836065573770492
SuperFlux,recall,0.9230769230769231
SuperFlux,f-measure,0.9523809523809524
SuperFlux,precision,0.9315068493150684
SuperFlux,recall,0.8
SuperFlux,f-measure,0.8607594936708861
SuperFlux,precision,0.890625
SuperFlux,recall,0.8507462686567164
SuperFlux,f-measure,0.8702290076335878
SuperFlux,precision,0.9344262295081968
SuperFlux,recall,0.7702702702702703
SuperFlux,f-measure,0.8444444444444444
SuperFlux,precision,0.9636363636363636
SuperFlux,recall,0.9464285714285714
SuperFlux,f-measure,0.9549549549549549
SuperFlux,precision,0.9193548387096774
SuperFlux,recall,0.9047619047619048
SuperFlux,f-measure,0.912
SuperFlux,precision,0.9354838709677419
SuperFlux,recall,0.7631578947368421
SuperFlux,f-measure,0.8405797101449276
SuperFlux,precision,0.9594594594594594
SuperFlux,recall,0.8987341772151899
SuperFlux,f-measure,0.9281045751633986
SuperFlux,precision,0.9666666666666667
SuperFlux,recall,0.8529411764705882
SuperFlux,f-measure,0.90625
SuperFlux,precision,0.9824561403508771
SuperFlux,recall,0.7777777777777778
SuperFlux,f-measure,0.8682170542635659
SuperFlux,precision,0.8888888888888888
SuperFlux,recall,0.7164179104477612
SuperFlux,f-measure,0.793388429752066
SuperFlux,precision,0.8135593220338984
SuperFlux,recall,0.8135593220338984
SuperFlux,f-measure,0.8135593220338985
SuperFlux,precision,0.9302325581395349
SuperFlux,recall,0.7547169811320755
SuperFlux,f-measure,0.8333333333333334
SuperFlux,precision,0.9454545454545454
SuperFlux,recall,0.8253968253968254
SuperFlux,f-measure,0.8813559322033897
SuperFlux,precision,0.98
SuperFlux,recall,0.8596491228070176
SuperFlux,f-measure,0.9158878504672898
SuperFlux,precision,0.9076923076923077
SuperFlux,recall,0.7763157894736842
SuperFlux,f-measure,0.8368794326241134
SuperFlux,precision,0.8108108108108109
SuperFlux,recall,0.75
SuperFlux,f-measure,0.7792207792207791
SuperFlux,precision,0.9180327868852459
SuperFlux,recall,0.7272727272727273
SuperFlux,f-measure,0.8115942028985508
SuperFlux,precision,0.9019607843137255
SuperFlux,recall,0.6666666666666666
SuperFlux,f-measure,0.7666666666666666
SuperFlux,precision,0.9069767441860465
SuperFlux,recall,0.7647058823529411
SuperFlux,f-measure,0.8297872340425532
SuperFlux,precision,0.9555555555555556
SuperFlux,recall,0.6615384615384615
SuperFlux,f-measure,0.7818181818181817
SuperFlux,precision,0.921875
SuperFlux,recall,0.7662337662337663
SuperFlux,f-measure,0.8368794326241135
SuperFlux,precision,0.9375
SuperFlux,recall,0.9375
SuperFlux,f-measure,0.9375
SuperFlux,precision,0.8679245283018868
SuperFlux,recall,0.6571428571428571
SuperFlux,f-measure,0.7479674796747967
SuperFlux,precision,0.896551724137931
SuperFlux,recall,0.7878787878787878
SuperFlux,f-measure,0.8387096774193549
SuperFlux,precision,0.8703703703703703
SuperFlux,recall,0.7121212121212122
SuperFlux,f-measure,0.7833333333333333
SuperFlux,precision,0.8936170212765957
SuperFlux,recall,0.6176470588235294
SuperFlux,f-measure,0.7304347826086957
SuperFlux,precision,0.9830508474576272
SuperFlux,recall,0.8923076923076924
SuperFlux,f-measure,0.9354838709677421
SuperFlux,precision,0.918918918918919
SuperFlux,recall,0.8717948717948718
SuperFlux,f-measure,0.8947368421052632
SuperFlux,precision,0.9411764705882353
SuperFlux,recall,0.6666666666666666
SuperFlux,f-measure,0.7804878048780487
SuperFlux,precision,1.0
SuperFlux,recall,0.9142857142857143
SuperFlux,f-measure,0.955223880597015
SuperFlux,precision,0.8113207547169812
SuperFlux,recall,0.8269230769230769
SuperFlux,f-measure,0.819047619047619
SuperFlux,precision,1.0
SuperFlux,recall,0.8607594936708861
SuperFlux,f-measure,0.9251700680272108
SuperFlux,precision,0.9850746268656716
SuperFlux,recall,0.9295774647887324
SuperFlux,f-measure,0.9565217391304348
SuperFlux,precision,0.7446808510638298
SuperFlux,recall,0.5303030303030303
SuperFlux,f-measure,0.6194690265486724
SuperFlux,precision,0.9166666666666666
SuperFlux,recall,0.7457627118644068
SuperFlux,f-measure,0.822429906542056
SuperFlux,precision,0.890625
SuperFlux,recall,0.8636363636363636
SuperFlux,f-measure,0.8769230769230768
SuperFlux,precision,0.7947019867549668
SuperFlux,recall,0.7843137254901961
SuperFlux,f-measure,0.7894736842105262
SuperFlux,precision,0.8807947019867549
SuperFlux,recall,0.9432624113475178
SuperFlux,f-measure,0.910958904109589
